destination,price,duration,features,product_type
jaipur,130877.0,5 nights,"Fairmont Jaipur - Family Room with Full Board | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Free WiFi, Spa, Restaurant, Terrace",hotels
cochin,7048.0,10h 45m,IndiGo Delhi 1 stop DEL → BOM → COK,flight
banglore,13217.0,20h,Air India Kolkata 2 stops CCU → BOM → AMD → BLR,flight
banglore,15164.0,17h 15m,Air India Kolkata 2 stops CCU → DEL → COK → BLR,flight
cochin,15554.0,7h 35m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
banglore,43117.0,3 nights,"Vivanta Bengaluru - Deluxe Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Business Center, Bar, Airport Shuttle",hotels
mumbai,21260.0,2 nights,"JW Marriott Mumbai - Garden View Room with Room Only | Rating: ⭐⭐⭐⭐ 4.4/5 | Includes: Business Center, Kids Club, Bar, Free WiFi",hotels
hyderabad,804.49,1h 30m,Golconda Fort Sound & Light Show,activity
kerala,963.12,3h,Traditional Snake Boat Race Experience,activity
banglore,33485.0,1 nights,"JW Marriott Bangalore - Suite with Full Board | Rating: ⭐⭐⭐⭐ 4.5/5 | Includes: Restaurant, Airport Shuttle, Terrace",hotels
rishikesh,2518.32,3h,White Water Rafting (16km Shivpuri to Rishikesh),activity
delhi,0.0,2h 45m,Vistara Banglore non-stop BLR → DEL,flight
jaipur,36194.0,3 nights,"ITC Rajputana - Superior Room with Room Only | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Conference Rooms, Business Center, Spa, Free WiFi",hotels
delhi,215475.0,10 nights,"Sheraton New Delhi - Lake View Room with All Inclusive | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Spa, Conference Rooms",hotels
cochin,0.0,6h 25m,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
banglore,3849.0,2h 20m,SpiceJet Kolkata non-stop CCU → BLR,flight
delhi,6144.0,3h,Jet Airways Banglore non-stop BLR → DEL,flight
kolkata,423.95,1h,Kolkata Tram Heritage Ride,activity
varanasi,829.44,2h,Sunrise Boat Ride on Ganges with Photographer,activity
cochin,557.53,1h,Chinese Fishing Nets Demonstration,activity
delhi,30514.0,2 nights,"Hyatt Regency Delhi - Executive Room with Half Board | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Parking, Bar",hotels
delhi,0.0,2h 45m,Air India Banglore non-stop BLR → DEL,flight
jaipur,28663.0,2 nights,"Hilton Jaipur - Executive Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Bar, Business Center",hotels
rishikesh,4093.27,45m,Bungee Jumping at Mohan Chatti (India's Highest),activity
varanasi,979.48,2h,Sunrise Boat Ride on Ganges with Photographer,activity
varanasi,0.0,1h,Evening Ganga Aarti Ceremony at Dashashwamedh Ghat,activity
varanasi,595.7,1h 15m,Silk Saree Weaving Factory Visit,activity
kolkata,772.17,2h,College Street Book Market Exploration,activity
cochin,12273.0,37h 25m,Jet Airways Delhi 2 stops DEL → IXC → BOM → COK,flight
chennai,77057.0,7 nights,"Hilton Chennai - Family Room with Room Only | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Airport Shuttle, Room Service, Spa",hotels
mumbai,28680.0,1 nights,"The Leela Mumbai - Family Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Room Service, Free WiFi, Restaurant, Airport Shuttle",hotels
varanasi,427.63,1h 15m,Silk Saree Weaving Factory Visit,activity
cochin,14053.0,22h,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
banglore,54926.0,5 nights,"Sheraton Grand Bangalore - Garden View Room with Room Only | Rating: ⭐⭐⭐⭐ 4.4/5 | Includes: Beach Access, Conference Rooms, Free WiFi, Fitness Center",hotels
hyderabad,35155.0,2 nights,"Park Hyatt Hyderabad - Deluxe Room with Room Only | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Free WiFi, Garden, Restaurant",hotels
jaipur,30304.0,3 nights,"The Lalit Jaipur - Standard Room with Full Board | Rating: ⭐⭐⭐⭐ 4.1/5 | Includes: Airport Shuttle, Room Service",hotels
cochin,0.0,23h 45m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
new delhi,13817.0,18h 20m,Jet Airways Banglore 1 stop BLR → BOM → DEL,flight
jaipur,81548.0,5 nights,"The Lalit Jaipur - Family Room with Half Board | Rating: ⭐⭐⭐⭐ 4.1/5 | Includes: Spa, Beach Access",hotels
delhi,116636.0,2 nights,"Taj Palace - Presidential Suite with All Inclusive | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Parking, Swimming Pool, Free WiFi, Business Center",hotels
cochin,11281.0,21h 15m,Air India Delhi 2 stops DEL → GOI → BOM → COK,flight
cochin,6152.0,5h 30m,Air Asia Delhi 1 stop DEL → BLR → COK,flight
kolkata,1717.69,3h,Victoria Memorial & St. Paul's Cathedral Tour,activity
agra,20168.0,1 nights,"ITC Mughal - Superior Room with Full Board | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Room Service, Parking, Business Center, Free WiFi",hotels
jaipur,9191.0,1 nights,"The Lalit Jaipur - Mountain View Room with Room Only | Rating: ⭐⭐⭐⭐ 4.1/5 | Includes: Fitness Center, Conference Rooms, Spa, Swimming Pool",hotels
hyderabad,23902.0,1 nights,"Park Hyatt Hyderabad - Lake View Room with Full Board | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Kids Club, Swimming Pool, Airport Shuttle",hotels
banglore,4804.0,2h 40m,IndiGo Kolkata non-stop CCU → BLR,flight
cochin,11552.0,36h 10m,Air India Delhi 2 stops DEL → HYD → BOM → COK,flight
banglore,6038.0,2h 40m,IndiGo Kolkata non-stop CCU → BLR,flight
delhi,6961.0,2h 45m,Air India Banglore non-stop BLR → DEL,flight
hyderabad,15564.0,1 nights,"ITC Kohenur - Sea View Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Parking, Free WiFi, Restaurant",hotels
cochin,0.0,2h 50m,Air India Delhi non-stop DEL → COK,flight
udaipur,419.64,2h,Evening Cultural Performance - Folk Dance & Music,activity
kerala,3050.93,2h,Traditional Ayurvedic Full Body Massage,activity
rishikesh,0.0,1h,Evening Ganga Aarti at Triveni Ghat,activity
delhi,1676.5,2h 30m,Auto Rickshaw Tour of Old Delhi,activity
jaipur,25332.0,2 nights,"Hilton Jaipur - Pool View Room with Room Only | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Terrace, Bar",hotels
kolkata,876.57,2h,Howrah Bridge & Flower Market Walk,activity
cochin,7695.0,10h 20m,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
goa,115813.0,2 nights,"Park Hyatt Goa - Presidential Suite with All Inclusive | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Parking, Bar, Terrace",hotels
jaipur,30062.0,2 nights,"Marriott Jaipur - Lake View Room with Half Board | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Beach Access, Bar, Airport Shuttle",hotels
hyderabad,1619.66,2h,Hyderabadi Biryani Tasting Experience,activity
jaipur,1753.5,3h,Rajasthani Thali Cooking Class with Chef,activity
kerala,854.59,3h,Traditional Snake Boat Race Experience,activity
mumbai,32432.0,2 nights,"JW Marriott Mumbai - Superior Room with All Inclusive | Rating: ⭐⭐⭐⭐ 4.4/5 | Includes: Garden, Airport Shuttle",hotels
banglore,9397.0,14h 25m,Vistara Kolkata 1 stop CCU → DEL → BLR,flight
cochin,10262.0,7h 30m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
jaipur,52620.0,3 nights,"Marriott Jaipur - Family Room with All Inclusive | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Room Service, Kids Club",hotels
delhi,3971.0,2h 50m,SpiceJet Banglore non-stop BLR → DEL,flight
kerala,3608.71,2h,Traditional Ayurvedic Full Body Massage,activity
banglore,55472.0,2 nights,"Taj West End - Executive Room with All Inclusive | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Fitness Center, Conference Rooms, Terrace",hotels
banglore,40363.0,2 nights,"Taj West End - Garden View Room with Full Board | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Spa, Free WiFi, Airport Shuttle, Beach Access",hotels
rishikesh,0.0,1h,Evening Ganga Aarti at Triveni Ghat,activity
banglore,10953.0,27h 10m,Jet Airways Kolkata 1 stop CCU → DEL → BLR,flight
mumbai,63203.0,3 nights,"Hyatt Regency Mumbai - Sea View Room with All Inclusive | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Garden, Business Center",hotels
cochin,7905.0,9h 5m,Multiple carriers Delhi 1 stop DEL → HYD → COK,flight
hyderabad,510.94,2h,Pearl Shopping & Jewelry Making Demo,activity
banglore,12681.0,9h 45m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
cochin,8258.0,4h 25m,IndiGo Delhi 1 stop DEL → HYD → COK,flight
kerala,1572.47,3h,Traditional Snake Boat Race Experience,activity
goa,981.48,3h,Portuguese Heritage Walk in Old Goa,activity
banglore,0.0,25h 40m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
jaipur,19111.0,1 nights,"Marriott Jaipur - Family Room with All Inclusive | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Garden, Room Service, Swimming Pool",hotels
manali,649.16,1h 30m,Natural Hot Water Springs & Bath,activity
cochin,0.0,6h 15m,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
cochin,919.04,2h 30m,Fort Kochi Heritage Walking Tour,activity
udaipur,402.16,2h,Evening Cultural Performance - Folk Dance & Music,activity
cochin,5298.0,5h 20m,IndiGo Delhi 1 stop DEL → HYD → COK,flight
banglore,13941.0,11h 25m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
mumbai,1494.73,3h,Street Food Crawl - South Mumbai Specialties,activity
hyderabad,4050.0,1h 30m,Jet Airways Mumbai non-stop BOM → HYD,flight
agra,1452.67,3h,Mughlai Food Tasting Tour in Old Agra,activity
delhi,1842.53,4h,Qutub Minar & Humayun's Tomb Tour,activity
kerala,742.13,2h,Kathakali Dance Performance with Makeup Demo,activity
chennai,51403.0,2 nights,"Hilton Chennai - Presidential Suite with All Inclusive | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Conference Rooms, Restaurant, Garden, Business Center",hotels
udaipur,519.78,1h,Lake Pichola Boat Ride with City Palace View,activity
goa,77435.0,7 nights,"Novotel Goa - Executive Room with Full Board | Rating: ⭐⭐⭐⭐ 4.1/5 | Includes: Business Center, Spa, Restaurant",hotels
agra,9688.0,2 nights,"Hotel Taj Plaza - Deluxe Room with All Inclusive | Rating: ⭐⭐⭐ 3.8/5 | Includes: Restaurant, Room Service, Conference Rooms, Airport Shuttle",hotels
goa,36313.0,3 nights,"Kenilworth Resort Goa - Executive Room with Half Board | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Conference Rooms, Business Center",hotels
cochin,0.0,10h 25m,IndiGo Delhi 1 stop DEL → BOM → COK,flight
banglore,8529.0,15h 10m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
goa,49317.0,3 nights,"Leela Goa - Garden View Room with Half Board | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Swimming Pool, Garden, Restaurant",hotels
banglore,13941.0,7h 30m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
manali,1291.2,4h,Hadimba Temple & Old Manali Guided Tour,activity
banglore,127754.0,7 nights,"Vivanta Bengaluru - Suite with Half Board | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Beach Access, Garden",hotels
cochin,719.21,2h,Kathakali Makeup & Performance Session,activity
goa,1633.01,2h 30m,Parasailing at Calangute Beach with Safety Gear,activity
mumbai,45517.0,2 nights,"The Leela Mumbai - Mountain View Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Terrace, Fitness Center",hotels
hyderabad,20508.0,1 nights,"Taj Krishna - Sea View Room with All Inclusive | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Room Service, Bar, Swimming Pool, Garden",hotels
goa,4137.17,4h,Scuba Diving at Grande Island with PADI Instructor,activity
cochin,881.83,3h,Jewish Synagogue & Dutch Palace Tour,activity
manali,1552.6,4h,Hadimba Temple & Old Manali Guided Tour,activity
hyderabad,289930.0,7 nights,"Park Hyatt Hyderabad - Presidential Suite with Half Board | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Restaurant, Parking",hotels
agra,45992.0,5 nights,"Courtyard by Marriott - Superior Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Restaurant, Airport Shuttle",hotels
banglore,13941.0,25h 45m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
hyderabad,2392.26,6h,Ramoji Film City Day Tour,activity
cochin,10197.0,12h,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
delhi,4423.0,2h 50m,IndiGo Banglore non-stop BLR → DEL,flight
banglore,13941.0,15h 10m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
chennai,41471.0,3 nights,"Taj Coromandel - Pool View Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Swimming Pool, Garden, Room Service, Conference Rooms",hotels
cochin,13727.0,8h,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
kolkata,3540.0,2h 25m,IndiGo Chennai non-stop MAA → CCU,flight
hyderabad,16335.0,1 nights,"ITC Kohenur - Superior Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Room Service, Parking, Airport Shuttle, Fitness Center",hotels
cochin,14629.0,12h 50m,Multiple carriers Premium economy Delhi 1 stop DEL → BOM → COK,flight
cochin,0.0,9h,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
cochin,0.0,16h 50m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
chennai,30864.0,2 nights,"Hilton Chennai - Deluxe Room with Half Board | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Parking, Fitness Center, Terrace",hotels
banglore,13941.0,12h 15m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
cochin,662.75,1h,Chinese Fishing Nets Demonstration,activity
banglore,3841.0,2h 30m,SpiceJet Kolkata non-stop CCU → BLR,flight
jaipur,62928.0,3 nights,"Radisson Blu Jaipur - Suite with All Inclusive | Rating: ⭐⭐⭐⭐ 4.0/5 | Includes: Free WiFi, Fitness Center, Restaurant",hotels
banglore,21051.0,1 nights,"The Oberoi Bangalore - Sea View Room with Room Only | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Business Center, Garden, Airport Shuttle, Parking",hotels
goa,2273.47,5h,Spice Plantation Tour with Traditional Goan Lunch,activity
agra,1817.15,3h,Sunrise Taj Mahal Visit with Skip-the-Line,activity
cochin,1000.07,2h 30m,Fort Kochi Heritage Walking Tour,activity
delhi,3943.0,2h 50m,IndiGo Banglore non-stop BLR → DEL,flight
delhi,20655.0,1 nights,"The Leela Palace New Delhi - Pool View Room with Half Board | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Fitness Center, Beach Access",hotels
cochin,6015.0,3h 15m,IndiGo Delhi non-stop DEL → COK,flight
banglore,26353.0,3 nights,"Vivanta Bengaluru - Standard Room with Room Only | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Parking, Restaurant, Fitness Center, Kids Club",hotels
banglore,37072.0,2 nights,"Sheraton Grand Bangalore - Lake View Room with All Inclusive | Rating: ⭐⭐⭐⭐ 4.4/5 | Includes: Terrace, Parking, Restaurant",hotels
delhi,1630.47,4h,Qutub Minar & Humayun's Tomb Tour,activity
hyderabad,1234.54,2h,Hyderabadi Biryani Tasting Experience,activity
new delhi,12649.0,2h 55m,IndiGo Banglore non-stop BLR → DEL,flight
banglore,4804.0,2h 35m,IndiGo Kolkata non-stop CCU → BLR,flight
banglore,29489.0,1 nights,"The Oberoi Bangalore - Family Room with Full Board | Rating: ⭐⭐⭐⭐⭐ 4.8/5 | Includes: Free WiFi, Fitness Center, Kids Club, Swimming Pool",hotels
hyderabad,80263.0,7 nights,"Novotel Hyderabad - Sea View Room with Half Board | Rating: ⭐⭐⭐⭐ 4.1/5 | Includes: Free WiFi, Conference Rooms, Spa",hotels
delhi,275612.0,10 nights,"Radisson Blu Delhi - Presidential Suite with Full Board | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Beach Access, Swimming Pool, Spa",hotels
cochin,10262.0,10h 20m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
chennai,26245.0,2 nights,"Taj Coromandel - Standard Room with Half Board | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Business Center, Spa, Beach Access",hotels
delhi,4282.0,2h 50m,Air Asia Banglore non-stop BLR → DEL,flight
cochin,9328.0,37h 20m,Jet Airways Delhi 2 stops DEL → JAI → BOM → COK,flight
banglore,10031.0,22h 25m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
jaipur,116961.0,3 nights,"Rambagh Palace - Lake View Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐⭐ 4.9/5 | Includes: Business Center, Garden, Fitness Center, Room Service",hotels
cochin,0.0,7h 15m,Air India Delhi 2 stops DEL → JAI → BOM → COK,flight
banglore,0.0,2h 35m,IndiGo Kolkata non-stop CCU → BLR,flight
banglore,0.0,12h 45m,Vistara Kolkata 1 stop CCU → DEL → BLR,flight
cochin,9653.0,23h 30m,Air India Delhi 2 stops DEL → AMD → BOM → COK,flight
mumbai,1061.52,3h,Dharavi Slum Tour with Social Enterprise,activity
cochin,9021.0,15h 10m,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
delhi,56455.0,2 nights,"The Imperial New Delhi - Lake View Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐⭐ 4.9/5 | Includes: Swimming Pool, Spa",hotels
chennai,41114.0,3 nights,"The Leela Palace Chennai - Pool View Room with Room Only | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Garden, Free WiFi, Airport Shuttle",hotels
cochin,4959.0,9h,GoAir Delhi 1 stop DEL → BOM → COK,flight
banglore,14687.0,20h,Air India Kolkata 2 stops CCU → BOM → AMD → BLR,flight
hyderabad,52575.0,3 nights,"ITC Kohenur - Pool View Room with Half Board | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Airport Shuttle, Terrace, Restaurant",hotels
mumbai,23476.0,1 nights,"ITC Maratha - Executive Room with Half Board | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Swimming Pool, Parking, Beach Access, Terrace",hotels
jaipur,2022.95,45m,Elephant Ride at Amer Fort with Photo Package,activity
banglore,14120.0,19h 15m,Air India Kolkata 2 stops CCU → GAU → DEL → BLR,flight
delhi,177031.0,5 nights,"The Imperial New Delhi - Lake View Room with All Inclusive | Rating: ⭐⭐⭐⭐⭐ 4.9/5 | Includes: Terrace, Kids Club",hotels
hyderabad,855.26,2h,Pearl Shopping & Jewelry Making Demo,activity
cochin,8899.0,16h 25m,IndiGo Delhi 2 stops DEL → HYD → MAA → COK,flight
cochin,13029.0,13h 30m,Jet Airways Delhi 2 stops DEL → JAI → BOM → COK,flight
cochin,12898.0,26h 10m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
delhi,72108.0,7 nights,"Hyatt Regency Delhi - Standard Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Spa, Conference Rooms, Business Center",hotels
banglore,10844.0,27h 20m,Jet Airways Kolkata 1 stop CCU → BOM → BLR,flight
kolkata,1714.27,4h,Durga Puja Pandals Tour (Seasonal),activity
cochin,7480.0,20h 55m,Air India Delhi 1 stop DEL → MAA → COK,flight
goa,16851.0,1 nights,"Leela Goa - Family Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Business Center, Kids Club",hotels
cochin,10441.0,21h 15m,Air India Delhi 2 stops DEL → GOI → BOM → COK,flight
cochin,0.0,13h 30m,IndiGo Delhi 1 stop DEL → BOM → COK,flight
banglore,4491.0,2h 30m,SpiceJet Kolkata non-stop CCU → BLR,flight
hyderabad,37812.0,3 nights,"Novotel Hyderabad - Family Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.1/5 | Includes: Parking, Bar, Kids Club, Beach Access",hotels
delhi,7229.0,3h,Jet Airways Banglore non-stop BLR → DEL,flight
banglore,305661.0,10 nights,"ITC Gardenia - Executive Room with Full Board | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Free WiFi, Kids Club, Swimming Pool, Business Center",hotels
kolkata,1614.2,3h,Victoria Memorial & St. Paul's Cathedral Tour,activity
mumbai,122565.0,5 nights,"ITC Maratha - Sea View Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Restaurant, Airport Shuttle, Swimming Pool",hotels
mumbai,356420.0,14 nights,"ITC Maratha - Sea View Room with Half Board | Rating: ⭐⭐⭐⭐⭐ 4.7/5 | Includes: Beach Access, Business Center, Room Service, Bar",hotels
agra,1557.53,3h,Mughlai Food Tasting Tour in Old Agra,activity
kolkata,1119.99,2h,Howrah Bridge & Flower Market Walk,activity
cochin,0.0,7h 30m,Jet Airways Delhi 1 stop DEL → BOM → COK,flight
agra,668.31,2h,Moonlight Garden View of Taj Mahal,activity
delhi,3419.0,2h 55m,GoAir Banglore non-stop BLR → DEL,flight
jaipur,63101.0,5 nights,"Hilton Jaipur - Lake View Room with Bed & Breakfast | Rating: ⭐⭐⭐⭐ 4.2/5 | Includes: Kids Club, Bar, Business Center, Swimming Pool",hotels
cochin,17057.0,13h 15m,Multiple carriers Delhi 1 stop DEL → BOM → COK,flight
jaipur,155998.0,10 nights,"Marriott Jaipur - Family Room with Half Board | Rating: ⭐⭐⭐⭐ 4.3/5 | Includes: Spa, Kids Club, Free WiFi, Fitness Center",hotels
goa,994.87,3h,Portuguese Heritage Walk in Old Goa,activity
goa,43402.0,2 nights,"Taj Fort Aguada Resort - Executive Room with Half Board | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Restaurant, Garden, Fitness Center, Spa",hotels
cochin,8372.0,12h 40m,Air India Delhi 1 stop DEL → BOM → COK,flight
agra,2328.68,3h,Sunrise Taj Mahal Visit with Skip-the-Line,activity
goa,47906.0,2 nights,"Taj Fort Aguada Resort - Suite with Bed & Breakfast | Rating: ⭐⭐⭐⭐⭐ 4.6/5 | Includes: Terrace, Airport Shuttle, Kids Club",hotels
